label,text,clean_text,Tweet_tokenized,Tweet_without_stop,Tweet_stemmed,Tweet_lemmatized
ecommerce,"Listen Now: 
Should You Outsource eCommerce Order Fulfillment?
#ecommerce #Podcast","Listen Now 
Should You Outsource eCommerce Order Fulfillment
ecommerce Podcast","['listen', 'now', 'should', 'you', 'outsource', 'ecommerce', 'order', 'fulfillment', 'ecommerce', 'podcast']","['listen', 'outsource', 'ecommerce', 'order', 'fulfillment', 'ecommerce', 'podcast']","['listen', 'outsourc', 'ecommerc', 'order', 'fulfil', 'ecommerc', 'podcast']","['listen', 'outsource', 'ecommerce', 'order', 'fulfillment', 'ecommerce', 'podcast']"
ecommerce,"Hey gorgeous ! Are you festival ready ?  Explore the beauty of handloom at
Shop now 


#saree #SareeTwitter  #Odisha #houseofbrands #handloom #Trending #fashion #beautiful #VocalForLocal #ChooseOne  #ecommerce #Retail ","Hey gorgeous  Are you festival ready   Explore the beauty of handloom at
Shop now 


saree SareeTwitter  Odisha houseofbrands handloom Trending fashion beautiful VocalForLocal ChooseOne  ecommerce Retail ","['hey', 'gorgeous', 'are', 'you', 'festival', 'ready', 'explore', 'the', 'beauty', 'of', 'handloom', 'at', 'shop', 'now', 'saree', 'sareetwitter', 'odisha', 'houseofbrands', 'handloom', 'trending', 'fashion', 'beautiful', 'vocalforlocal', 'chooseone', 'ecommerce', 'retail', '']","['hey', 'gorgeous', 'festival', 'ready', 'explore', 'beauty', 'handloom', 'shop', 'saree', 'sareetwitter', 'odisha', 'houseofbrands', 'handloom', 'trending', 'fashion', 'beautiful', 'vocalforlocal', 'chooseone', 'ecommerce', 'retail', '']","['hey', 'gorgeou', 'festiv', 'readi', 'explor', 'beauti', 'handloom', 'shop', 'sare', 'sareetwitt', 'odisha', 'houseofbrand', 'handloom', 'trend', 'fashion', 'beauti', 'vocalforloc', 'chooseon', 'ecommerc', 'retail', '']","['hey', 'gorgeous', 'festival', 'ready', 'explore', 'beauty', 'handloom', 'shop', 'saree', 'sareetwitter', 'odisha', 'houseofbrands', 'handloom', 'trending', 'fashion', 'beautiful', 'vocalforlocal', 'chooseone', 'ecommerce', 'retail', '']"
ecommerce,"Important for #amazon sellers #etsy businesses and all other #ecommerce seller is #tiktok #advertisement. you can target worldwide with #tiktokads agency account. 
Get your own  
.
#JapaneseGP #RHOP #gpexplorer #XRPUSD #ExtremeRules #XRPCommunity #ARSLIV ","Important for amazon sellers etsy businesses and all other ecommerce seller is tiktok advertisement you can target worldwide with tiktokads agency account 
Get your own  

JapaneseGP RHOP gpexplorer XRPUSD ExtremeRules XRPCommunity ARSLIV ","['important', 'for', 'amazon', 'sellers', 'etsy', 'businesses', 'and', 'all', 'other', 'ecommerce', 'seller', 'is', 'tiktok', 'advertisement', 'you', 'can', 'target', 'worldwide', 'with', 'tiktokads', 'agency', 'account', 'get', 'your', 'own', 'japanesegp', 'rhop', 'gpexplorer', 'xrpusd', 'extremerules', 'xrpcommunity', 'arsliv', '']","['important', 'amazon', 'sellers', 'etsy', 'businesses', 'ecommerce', 'seller', 'tiktok', 'advertisement', 'target', 'worldwide', 'tiktokads', 'agency', 'account', 'get', 'japanesegp', 'rhop', 'gpexplorer', 'xrpusd', 'extremerules', 'xrpcommunity', 'arsliv', '']","['import', 'amazon', 'seller', 'etsi', 'busi', 'ecommerc', 'seller', 'tiktok', 'advertis', 'target', 'worldwid', 'tiktokad', 'agenc', 'account', 'get', 'japanesegp', 'rhop', 'gpexplor', 'xrpusd', 'extremerul', 'xrpcommun', 'arsliv', '']","['important', 'amazon', 'seller', 'etsy', 'business', 'ecommerce', 'seller', 'tiktok', 'advertisement', 'target', 'worldwide', 'tiktokads', 'agency', 'account', 'get', 'japanesegp', 'rhop', 'gpexplorer', 'xrpusd', 'extremerules', 'xrpcommunity', 'arsliv', '']"
ecommerce,"Childrens Sterling Silver Lilac Flower Screw Back Earrings | Earrings



#Earrings #JewelleryWatches #ClothingAccessories #AddtoCart #ecommerce #trending #shopify #marketp...","Childrens Sterling Silver Lilac Flower Screw Back Earrings  Earrings



Earrings JewelleryWatches ClothingAccessories AddtoCart ecommerce trending shopify marketp","['childrens', 'sterling', 'silver', 'lilac', 'flower', 'screw', 'back', 'earrings', 'earrings', 'earrings', 'jewellerywatches', 'clothingaccessories', 'addtocart', 'ecommerce', 'trending', 'shopify', 'marketp']","['childrens', 'sterling', 'silver', 'lilac', 'flower', 'screw', 'back', 'earrings', 'earrings', 'earrings', 'jewellerywatches', 'clothingaccessories', 'addtocart', 'ecommerce', 'trending', 'shopify', 'marketp']","['children', 'sterl', 'silver', 'lilac', 'flower', 'screw', 'back', 'ear', 'ear', 'ear', 'jewellerywatch', 'clothingaccessori', 'addtocart', 'ecommerc', 'trend', 'shopifi', 'marketp']","['childrens', 'sterling', 'silver', 'lilac', 'flower', 'screw', 'back', 'earring', 'earring', 'earring', 'jewellerywatches', 'clothingaccessories', 'addtocart', 'ecommerce', 'trending', 'shopify', 'marketp']"
ecommerce,"Weller CYPB Wheated Bourbon American Whisky - 75cl 47.5% | Whisky



#Whisky #LiquorSpirits #AlcoholicBeverages #Beverages #FoodBeveragesTobacco #AddtoCart #ecommerce #trending...","Weller CYPB Wheated Bourbon American Whisky  75cl 475  Whisky



Whisky LiquorSpirits AlcoholicBeverages Beverages FoodBeveragesTobacco AddtoCart ecommerce trending","['weller', 'cypb', 'wheated', 'bourbon', 'american', 'whisky', '75cl', '475', 'whisky', 'whisky', 'liquorspirits', 'alcoholicbeverages', 'beverages', 'foodbeveragestobacco', 'addtocart', 'ecommerce', 'trending']","['weller', 'cypb', 'wheated', 'bourbon', 'american', 'whisky', '75cl', '475', 'whisky', 'whisky', 'liquorspirits', 'alcoholicbeverages', 'beverages', 'foodbeveragestobacco', 'addtocart', 'ecommerce', 'trending']","['weller', 'cypb', 'wheat', 'bourbon', 'american', 'whiski', '75cl', '475', 'whiski', 'whiski', 'liquorspirit', 'alcoholicbeverag', 'beverag', 'foodbeveragestobacco', 'addtocart', 'ecommerc', 'trend']","['weller', 'cypb', 'wheated', 'bourbon', 'american', 'whisky', '75cl', '475', 'whisky', 'whisky', 'liquorspirits', 'alcoholicbeverages', 'beverage', 'foodbeveragestobacco', 'addtocart', 'ecommerce', 'trending']"
ecommerce,"Consumers in Singapore and Malaysia can have Lego products delivered to their doorstep in 30 minutes thanks to Asia’s quick commerce pioneer Foodpanda. #retail #ecommerce #delivery #quickcommerce 
","Consumers in Singapore and Malaysia can have Lego products delivered to their doorstep in 30 minutes thanks to Asias quick commerce pioneer Foodpanda retail ecommerce delivery quickcommerce 
","['consumers', 'in', 'singapore', 'and', 'malaysia', 'can', 'have', 'lego', 'products', 'delivered', 'to', 'their', 'doorstep', 'in', '30', 'minutes', 'thanks', 'to', 'asias', 'quick', 'commerce', 'pioneer', 'foodpanda', 'retail', 'ecommerce', 'delivery', 'quickcommerce', '']","['consumers', 'singapore', 'malaysia', 'lego', 'products', 'delivered', 'doorstep', '30', 'minutes', 'thanks', 'asias', 'quick', 'commerce', 'pioneer', 'foodpanda', 'retail', 'ecommerce', 'delivery', 'quickcommerce', '']","['consum', 'singapor', 'malaysia', 'lego', 'product', 'deliv', 'doorstep', '30', 'minut', 'thank', 'asia', 'quick', 'commerc', 'pioneer', 'foodpanda', 'retail', 'ecommerc', 'deliveri', 'quickcommerc', '']","['consumer', 'singapore', 'malaysia', 'lego', 'product', 'delivered', 'doorstep', '30', 'minute', 'thanks', 'asia', 'quick', 'commerce', 'pioneer', 'foodpanda', 'retail', 'ecommerce', 'delivery', 'quickcommerce', '']"
ecommerce,"#ECommerce Market Drivers
 
1. Rising Penetration of the #Internet and Smartphones    
2.  Growing Usage of Social Media and Social Commerce    
3.   Growth in the Omni-Channel Business Model    
4.  Advancement of Multiple #Payment Modes    
","ECommerce Market Drivers
 
1 Rising Penetration of the Internet and Smartphones    
2  Growing Usage of Social Media and Social Commerce    
3   Growth in the OmniChannel Business Model    
4  Advancement of Multiple Payment Modes    
","['ecommerce', 'market', 'drivers', '1', 'rising', 'penetration', 'of', 'the', 'internet', 'and', 'smartphones', '2', 'growing', 'usage', 'of', 'social', 'media', 'and', 'social', 'commerce', '3', 'growth', 'in', 'the', 'omnichannel', 'business', 'model', '4', 'advancement', 'of', 'multiple', 'payment', 'modes', '']","['ecommerce', 'market', 'drivers', '1', 'rising', 'penetration', 'internet', 'smartphones', '2', 'growing', 'usage', 'social', 'media', 'social', 'commerce', '3', 'growth', 'omnichannel', 'business', 'model', '4', 'advancement', 'multiple', 'payment', 'modes', '']","['ecommerc', 'market', 'driver', '1', 'rise', 'penetr', 'internet', 'smartphon', '2', 'grow', 'usag', 'social', 'media', 'social', 'commerc', '3', 'growth', 'omnichannel', 'busi', 'model', '4', 'advanc', 'multipl', 'payment', 'mode', '']","['ecommerce', 'market', 'driver', '1', 'rising', 'penetration', 'internet', 'smartphones', '2', 'growing', 'usage', 'social', 'medium', 'social', 'commerce', '3', 'growth', 'omnichannel', 'business', 'model', '4', 'advancement', 'multiple', 'payment', 'mode', '']"
ecommerce,"Womens Summer Stretchy Denim Shorts Back Bandage Skinny Sexy Shorts | Shorts



#Shorts #Clothing #ClothingAccessories #AddtoCart #ecommerce #trending #shopify #m...","Womens Summer Stretchy Denim Shorts Back Bandage Skinny Sexy Shorts  Shorts



Shorts Clothing ClothingAccessories AddtoCart ecommerce trending shopify m","['womens', 'summer', 'stretchy', 'denim', 'shorts', 'back', 'bandage', 'skinny', 'sexy', 'shorts', 'shorts', 'shorts', 'clothing', 'clothingaccessories', 'addtocart', 'ecommerce', 'trending', 'shopify', 'm']","['womens', 'summer', 'stretchy', 'denim', 'shorts', 'back', 'bandage', 'skinny', 'sexy', 'shorts', 'shorts', 'shorts', 'clothing', 'clothingaccessories', 'addtocart', 'ecommerce', 'trending', 'shopify']","['women', 'summer', 'stretchi', 'denim', 'short', 'back', 'bandag', 'skinni', 'sexi', 'short', 'short', 'short', 'cloth', 'clothingaccessori', 'addtocart', 'ecommerc', 'trend', 'shopifi']","['woman', 'summer', 'stretchy', 'denim', 'short', 'back', 'bandage', 'skinny', 'sexy', 'short', 'short', 'short', 'clothing', 'clothingaccessories', 'addtocart', 'ecommerce', 'trending', 'shopify']"
ecommerce,#India beauty #ecommerce platform selling #organic &amp; natural #brands gets $2M #funding make over  #beauty #Retail ,India beauty ecommerce platform selling organic amp natural brands gets 2M funding make over  beauty Retail ,"['india', 'beauty', 'ecommerce', 'platform', 'selling', 'organic', 'amp', 'natural', 'brands', 'gets', '2m', 'funding', 'make', 'over', 'beauty', 'retail', '']","['india', 'beauty', 'ecommerce', 'platform', 'selling', 'organic', 'amp', 'natural', 'brands', 'gets', '2m', 'funding', 'make', 'beauty', 'retail', '']","['india', 'beauti', 'ecommerc', 'platform', 'sell', 'organ', 'amp', 'natur', 'brand', 'get', '2m', 'fund', 'make', 'beauti', 'retail', '']","['india', 'beauty', 'ecommerce', 'platform', 'selling', 'organic', 'amp', 'natural', 'brand', 'get', '2m', 'funding', 'make', 'beauty', 'retail', '']"
ecommerce,"I'm a #Fiverr level 1 seller. If you need a #logo just go to the link and
#Order- 

#logotype #minimalist #logodesign #logoinspirations #Novak #Fashion #ecommerce #Jesus #KARL #Chivas #needlogo #Twitch #wooyoung #Nazis #Horror #Nikita #Arteta #Saka #Nunez  ","Im a Fiverr level 1 seller If you need a logo just go to the link and
Order 

logotype minimalist logodesign logoinspirations Novak Fashion ecommerce Jesus KARL Chivas needlogo Twitch wooyoung Nazis Horror Nikita Arteta Saka Nunez  ","['im', 'a', 'fiverr', 'level', '1', 'seller', 'if', 'you', 'need', 'a', 'logo', 'just', 'go', 'to', 'the', 'link', 'and', 'order', 'logotype', 'minimalist', 'logodesign', 'logoinspirations', 'novak', 'fashion', 'ecommerce', 'jesus', 'karl', 'chivas', 'needlogo', 'twitch', 'wooyoung', 'nazis', 'horror', 'nikita', 'arteta', 'saka', 'nunez', '']","['im', 'fiverr', 'level', '1', 'seller', 'need', 'logo', 'go', 'link', 'order', 'logotype', 'minimalist', 'logodesign', 'logoinspirations', 'novak', 'fashion', 'ecommerce', 'jesus', 'karl', 'chivas', 'needlogo', 'twitch', 'wooyoung', 'nazis', 'horror', 'nikita', 'arteta', 'saka', 'nunez', '']","['im', 'fiverr', 'level', '1', 'seller', 'need', 'logo', 'go', 'link', 'order', 'logotyp', 'minimalist', 'logodesign', 'logoinspir', 'novak', 'fashion', 'ecommerc', 'jesu', 'karl', 'chiva', 'needlogo', 'twitch', 'wooyoung', 'nazi', 'horror', 'nikita', 'arteta', 'saka', 'nunez', '']","['im', 'fiverr', 'level', '1', 'seller', 'need', 'logo', 'go', 'link', 'order', 'logotype', 'minimalist', 'logodesign', 'logoinspirations', 'novak', 'fashion', 'ecommerce', 'jesus', 'karl', 'chivas', 'needlogo', 'twitch', 'wooyoung', 'nazi', 'horror', 'nikita', 'arteta', 'saka', 'nunez', '']"
